"Majority.protein.IDs","Protein.IDs","Peptide.counts..unique.","NObs_NoMineral","NObs_Mineral","Mean_NoMineral","Mean_Mineral","pvalue_Gtest_MvsNoM","pvalue_ANOVA_MvsNoM","Log2FC_MvsNoM","Flag_0.05_ANOVA_MvsNoM","Flag_0.05_Gtest_MvsNoM","Neg_Log10_pvalue"
"9789-5079_t_tx1;tr|A0A2H3SLU7|A0A2H3SLU7_FUSOX","9789-5079_t_tx1;tr|A0A2H3SLU7|A0A2H3SLU7_FUSOX;tr|K3VXU0|K3VXU0_FUSPC;tr|A0A1C3YIV3|A0A1C3YIV3_GIBZE","5;3;1;1",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"9789-5084_t_tx1;tr|A0A2H3SM14|A0A2H3SM14_FUSOX;tr|I1RGC1|I1RGC1_GIBZE;tr|K3VA82|K3VA82_FUSPC","9789-5084_t_tx1;tr|A0A2H3SM14|A0A2H3SM14_FUSOX;tr|I1RGC1|I1RGC1_GIBZE;tr|K3VA82|K3VA82_FUSPC","31;27;25;24",3,3,28.0874691694005,28.2879314253063,1,0.418090148696875,0.200462255905773,0,0,0.378730065448847
"9807-10319_t_tx1","9807-10319_t_tx1","2",3,3,26.6630973829607,27.2443454228632,1,0.673887449974278,0.581248039902487,0,0,0.171412631560737
"9853-15058_t_tx1;tr|K3VPS0|K3VPS0_FUSPC;sp|I1S2N3|GAOA_GIBZE","9853-15058_t_tx1;tr|K3VPS0|K3VPS0_FUSPC;sp|I1S2N3|GAOA_GIBZE;tr|A0A420PVU9|A0A420PVU9_FUSOX;tr|V5NQ89|V5NQ89_FUSOX;tr|A0A420TQZ0|A0A420TQZ0_FUSOX;tr|A0A420P7G1|A0A420P7G1_FUSOX;tr|A0A2H3UA91|A0A2H3UA91_FUSOX","2;1;1;1;1;1;1;1",1,3,NA,NA,0.05067190234699,NA,NA,0,0,NA
"9857-6851_t_tx1","9857-6851_t_tx1","2",1,3,NA,NA,0.05067190234699,NA,NA,0,0,NA
"9876-12653_t_tx1;tr|A0A2H3TQF2|A0A2H3TQF2_FUSOX;tr|A0A420RVM3|A0A420RVM3_FUSOX","9876-12653_t_tx1;tr|A0A2H3TQF2|A0A2H3TQF2_FUSOX;tr|A0A420RVM3|A0A420RVM3_FUSOX","23;14;12",3,3,31.6346998105935,30.407261094024,1,0.036149054873986,-1.22743871656958,-1,0,1.44190305295806
"9909-10067_t_tx1","9909-10067_t_tx1;tr|A0A2H3TCC9|A0A2H3TCC9_FUSOX;tr|A0A420SQR6|A0A420SQR6_FUSOX;tr|A0A420R7H3|A0A420R7H3_FUSOX;tr|A0A420MMJ0|A0A420MMJ0_FUSOX","19;5;5;5;5",3,3,22.9825227139215,24.4274924436073,1,0.479704148580531,1.44496972968577,0,0,0.319026525649505
"9924-4377_t_tx1;tr|A0A1C3YK08|A0A1C3YK08_GIBZE;tr|A0A420R807|A0A420R807_FUSOX;tr|A0A420QK08|A0A420QK08_FUSOX;tr|A0A2H3TNM4|A0A2H3TNM4_FUSOX;tr|K3VQJ0|K3VQJ0_FUSPC","9924-4377_t_tx1;tr|A0A1C3YK08|A0A1C3YK08_GIBZE;tr|A0A420R807|A0A420R807_FUSOX;tr|A0A420QK08|A0A420QK08_FUSOX;tr|A0A2H3TNM4|A0A2H3TNM4_FUSOX;tr|K3VQJ0|K3VQJ0_FUSPC","11;9;9;9;9;9",3,3,25.3373803238929,24.3722444023242,1,0.274443112820164,-0.965135921568752,0,0,0.561547663412987
"9924-4381_t_tx1","9924-4381_t_tx1","0",3,3,25.112902769755,23.1931754185461,1,0.174909934739292,-1.91972735120893,0,0,0.757185522254208
"9924-4383_t_tx1;tr|A0A420QJV1|A0A420QJV1_FUSOX;tr|A0A2H3TJB8|A0A2H3TJB8_FUSOX","9924-4383_t_tx1;tr|A0A420QJV1|A0A420QJV1_FUSOX;tr|A0A2H3TJB8|A0A2H3TJB8_FUSOX;tr|K3VPI8|K3VPI8_FUSPC;tr|I1RQ41|I1RQ41_GIBZE","7;5;5;3;3",3,3,25.7751204009426,25.4418393395401,1,0.521067089397507,-0.333281061402463,0,0,0.283106356010784
"9945-11461_t_tx1;tr|A0A420QJI9|A0A420QJI9_FUSOX;tr|A0A420PXX9|A0A420PXX9_FUSOX;tr|A0A420NT84|A0A420NT84_FUSOX;tr|A0A2H3TPF5|A0A2H3TPF5_FUSOX;tr|I1RZG9|I1RZG9_GIBZE;tr|K3VTY0|K3VTY0_FUSPC","9945-11461_t_tx1;tr|A0A420QJI9|A0A420QJI9_FUSOX;tr|A0A420PXX9|A0A420PXX9_FUSOX;tr|A0A420NT84|A0A420NT84_FUSOX;tr|A0A2H3TPF5|A0A2H3TPF5_FUSOX;tr|I1RZG9|I1RZG9_GIBZE;tr|K3VTY0|K3VTY0_FUSPC","4;3;3;3;2;2;2",3,3,23.8947450790261,23.5632397575508,1,0.649369571974486,-0.331505321475227,0,0,0.187508065314541
"9945-11462_t_tx1","9945-11462_t_tx1;tr|A0A420RNE9|A0A420RNE9_FUSOX;tr|A0A420QJQ5|A0A420QJQ5_FUSOX;tr|A0A420PXW6|A0A420PXW6_FUSOX;tr|A0A420NTA0|A0A420NTA0_FUSOX;tr|A0A2H3TBT6|A0A2H3TBT6_FUSOX","4;1;1;1;1;1",3,3,23.5863418167613,24.5703591199148,1,0.302986884197494,0.984017303153436,0,0,0.518576170982646
"9945-11472_t_tx1;tr|A0A420THD8|A0A420THD8_FUSOX;tr|A0A2H3T8P5|A0A2H3T8P5_FUSOX","9945-11472_t_tx1;tr|A0A420THD8|A0A420THD8_FUSOX;tr|A0A2H3T8P5|A0A2H3T8P5_FUSOX","2;1;1",3,2,23.8137819915777,23.1751966418586,0.2076622768584,0.383531187461664,-0.638585349719062,0,0,0.416199314917628
"9960-76_t_tx1;tr|A0A2H3TQE0|A0A2H3TQE0_FUSOX;tr|K3VBF5|K3VBF5_FUSPC;tr|I1RVT2|I1RVT2_GIBZE","9960-76_t_tx1;tr|A0A2H3TQE0|A0A2H3TQE0_FUSOX;tr|K3VBF5|K3VBF5_FUSPC;tr|I1RVT2|I1RVT2_GIBZE","9;8;5;5",1,3,NA,NA,0.05067190234699,NA,NA,0,0,NA
"9960-80_t_tx1;tr|A0A2H3TUP7|A0A2H3TUP7_FUSOX;tr|A0A420TSD9|A0A420TSD9_FUSOX;tr|A0A420P3R9|A0A420P3R9_FUSOX;tr|A0A420R0R8|A0A420R0R8_FUSOX","9960-80_t_tx1;tr|A0A2H3TUP7|A0A2H3TUP7_FUSOX;tr|A0A420TSD9|A0A420TSD9_FUSOX;tr|A0A420P3R9|A0A420P3R9_FUSOX;tr|A0A420R0R8|A0A420R0R8_FUSOX;tr|A0A1C3YMB9|A0A1C3YMB9_GIBZE;tr|K3VE53|K3VE53_FUSPC","3;2;2;2;2;1;1",3,2,23.06754473046,21.6923576473364,0.2076622768584,0.0528442757363487,-1.3751870831236,0,0,1.27700204999815
"9987-12772_t_tx2","9987-12772_t_tx2","6",3,2,26.3788458907237,26.0604400866725,0.2076622768584,0.308721417511353,-0.318405804051242,0,0,0.510433240345104
"9990-6928_t_tx1","9990-6928_t_tx1;tr|A0A420R6P5|A0A420R6P5_FUSOX;tr|A0A420PHF9|A0A420PHF9_FUSOX","11;0;0",3,3,29.3829697098108,25.5956259556725,1,0.117604742975185,-3.78734375413833,0,0,0.92957516289922
"9994-17118_t_tx1;tr|A0A2H3TIZ1|A0A2H3TIZ1_FUSOX;tr|A0A420SH89|A0A420SH89_FUSOX;tr|A0A420NBE1|A0A420NBE1_FUSOX","9994-17118_t_tx1;tr|A0A2H3TIZ1|A0A2H3TIZ1_FUSOX;tr|A0A420SH89|A0A420SH89_FUSOX;tr|A0A420NBE1|A0A420NBE1_FUSOX;tr|K3W2R8|K3W2R8_FUSPC;tr|I1RRE0|I1RRE0_GIBZE","6;5;5;5;2;2",3,3,23.5154408283659,24.5133682946335,1,0.288123578238727,0.997927466267562,0,0,0.540421200310438
"9994-17120_t_tx1;tr|A0A420SHD5|A0A420SHD5_FUSOX;tr|A0A420Q4X3|A0A420Q4X3_FUSOX;tr|A0A420NBD9|A0A420NBD9_FUSOX;tr|A0A2H3T3P2|A0A2H3T3P2_FUSOX","9994-17120_t_tx1;tr|A0A420SHD5|A0A420SHD5_FUSOX;tr|A0A420Q4X3|A0A420Q4X3_FUSOX;tr|A0A420NBD9|A0A420NBD9_FUSOX;tr|A0A2H3T3P2|A0A2H3T3P2_FUSOX","6;3;3;3;3",3,3,25.7679426202203,25.7002078547604,1,0.75673876680083,-0.0677347654598179,0,0,0.121054017087772
"9994-17127_t_tx1;tr|A0A2H3T317|A0A2H3T317_FUSOX;tr|A0A420Q4M5|A0A420Q4M5_FUSOX;tr|A0A420NBF0|A0A420NBF0_FUSOX","9994-17127_t_tx1;tr|A0A2H3T317|A0A2H3T317_FUSOX;tr|A0A420Q4M5|A0A420Q4M5_FUSOX;tr|A0A420NBF0|A0A420NBF0_FUSOX;tr|A0A1C3YKN3|A0A1C3YKN3_GIBZE;tr|K3VRB7|K3VRB7_FUSPC","22;17;16;13;2;2",3,3,28.8700968443943,25.5418750384026,1,0.00257884865565917,-3.32822180599172,-1,0,2.5885741444618
"9994-17138_t_tx1;tr|A0A2H3TMQ2|A0A2H3TMQ2_FUSOX;tr|A0A420SHA1|A0A420SHA1_FUSOX;tr|A0A420NBA7|A0A420NBA7_FUSOX;tr|A0A420Q4V4|A0A420Q4V4_FUSOX","9994-17138_t_tx1;tr|A0A2H3TMQ2|A0A2H3TMQ2_FUSOX;tr|A0A420SHA1|A0A420SHA1_FUSOX;tr|A0A420NBA7|A0A420NBA7_FUSOX;tr|A0A420Q4V4|A0A420Q4V4_FUSOX;tr|K3VRA8|K3VRA8_FUSPC;tr|I1RRF8|I1RRF8_GIBZE;tr|K3VEE3|K3VEE3_FUSPC;tr|I1S230|I1S230_GIBZE","4;3;3;3;3;1;1;0;0",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"9994-17141_t_tx1;tr|A0A2H3T313|A0A2H3T313_FUSOX","9994-17141_t_tx1;tr|A0A2H3T313|A0A2H3T313_FUSOX;tr|K3VS49|K3VS49_FUSPC;tr|I1RRG1|I1RRG1_GIBZE","19;12;7;6",3,3,28.013329106523,27.1311333253386,1,0.10413763873247,-0.882195781184368,0,0,0.982392273953245
"9996-18658_t_tx1;tr|A0A420QIL6|A0A420QIL6_FUSOX;tr|A0A420U322|A0A420U322_FUSOX;tr|A0A420QAD6|A0A420QAD6_FUSOX;tr|A0A420MWA6|A0A420MWA6_FUSOX;tr|A0A2H3TJF9|A0A2H3TJF9_FUSOX","9996-18658_t_tx1;tr|A0A420QIL6|A0A420QIL6_FUSOX;tr|A0A420U322|A0A420U322_FUSOX;tr|A0A420QAD6|A0A420QAD6_FUSOX;tr|A0A420MWA6|A0A420MWA6_FUSOX;tr|A0A2H3TJF9|A0A2H3TJF9_FUSOX;tr|I1RLD7|I1RLD7_GIBZE;tr|K3V398|K3V398_FUSPC","8;5;5;5;5;5;1;1",0,3,NA,NA,0.0039259170936033,NA,NA,0,1,NA
"9996-18663_t_tx1;tr|A0A420U355|A0A420U355_FUSOX;tr|A0A420QAI2|A0A420QAI2_FUSOX;tr|A0A420MWB1|A0A420MWB1_FUSOX;tr|A0A420QIL0|A0A420QIL0_FUSOX","9996-18663_t_tx1;tr|A0A420U355|A0A420U355_FUSOX;tr|A0A420QAI2|A0A420QAI2_FUSOX;tr|A0A420MWB1|A0A420MWB1_FUSOX;tr|A0A420QIL0|A0A420QIL0_FUSOX;tr|A0A2H3TSM3|A0A2H3TSM3_FUSOX;tr|V6RUG6|V6RUG6_GIBZE;tr|K3VEB6|K3VEB6_FUSPC","3;2;2;2;2;1;1;1",2,2,24.512965921621,24.7907361744067,NA,0.512855032001174,0.277770252785668,0,0,0.290005378941481
"9996-18667_t_tx1","9996-18667_t_tx1","2",3,3,24.9420165483277,24.5565689274379,1,0.589005039489448,-0.385447620889813,0,0,0.22988098940119
"tr|A0A098DBH5|A0A098DBH5_GIBZE;tr|A0A2H3SMN9|A0A2H3SMN9_FUSOX;tr|K3VLW2|K3VLW2_FUSPC;2098-6459_t_tx1","tr|A0A098DBH5|A0A098DBH5_GIBZE;tr|A0A2H3SMN9|A0A2H3SMN9_FUSOX;tr|K3VLW2|K3VLW2_FUSPC;2098-6459_t_tx1","2;1;1;1",2,3,23.709795788756,26.0623963094092,0.2076622768584,0.141225060635472,2.35260052065324,0,0,0.850088230125746
"tr|A0A098DCW2|A0A098DCW2_GIBZE;tr|A0A420STR4|A0A420STR4_FUSOX;tr|A0A420R1N4|A0A420R1N4_FUSOX;tr|A0A2H3TGK1|A0A2H3TGK1_FUSOX;tr|A0A420QYA1|A0A420QYA1_FUSOX;6569-653_t_tx1;tr|K3UPB6|K3UPB6_FUSPC","tr|A0A098DCW2|A0A098DCW2_GIBZE;tr|A0A420STR4|A0A420STR4_FUSOX;tr|A0A420R1N4|A0A420R1N4_FUSOX;tr|A0A2H3TGK1|A0A2H3TGK1_FUSOX;tr|A0A420QYA1|A0A420QYA1_FUSOX;6569-653_t_tx1;tr|K3UPB6|K3UPB6_FUSPC","4;4;4;4;4;3;3",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"tr|A0A1C3YLP5|A0A1C3YLP5_GIBZE;tr|K3V923|K3V923_FUSPC;1138-5562_t_tx1;tr|A0A420NH79|A0A420NH79_FUSOX;tr|A0A420S4C0|A0A420S4C0_FUSOX;tr|A0A420RDG4|A0A420RDG4_FUSOX;tr|A0A420PK54|A0A420PK54_FUSOX;tr|A0A2H3TIZ8|A0A2H3TIZ8_FUSOX","tr|A0A1C3YLP5|A0A1C3YLP5_GIBZE;tr|K3V923|K3V923_FUSPC;1138-5562_t_tx1;tr|A0A420NH79|A0A420NH79_FUSOX;tr|A0A420S4C0|A0A420S4C0_FUSOX;tr|A0A420RDG4|A0A420RDG4_FUSOX;tr|A0A420PK54|A0A420PK54_FUSOX;tr|A0A2H3TIZ8|A0A2H3TIZ8_FUSOX","5;5;5;4;3;3;3;3",3,3,25.1058141683622,25.7227761689821,1,0.142546173610634,0.616962000619868,0,0,0.846044436033164
"tr|A0A2C8D1L5|A0A2C8D1L5_FUSOX;tr|K3W111|K3W111_FUSPC;tr|I1RS18|I1RS18_GIBZE;8243-15147_t_tx1","tr|A0A2C8D1L5|A0A2C8D1L5_FUSOX;tr|K3W111|K3W111_FUSPC;tr|I1RS18|I1RS18_GIBZE;8243-15147_t_tx1;9582-6729_t_tx1;1831-8520_t_tx1","17;16;16;11;8;2",3,3,30.1412037391069,30.0836582016272,1,0.860332074405647,-0.0575455374796796,0,0,0.0653338856803427
"tr|A0A2H3SL78|A0A2H3SL78_FUSOX;6279-224_t_tx1;tr|I1RFT2|I1RFT2_GIBZE;tr|K3VER0|K3VER0_FUSPC","tr|A0A2H3SL78|A0A2H3SL78_FUSOX;6279-224_t_tx1;tr|I1RFT2|I1RFT2_GIBZE;tr|K3VER0|K3VER0_FUSPC","16;16;14;13",3,3,26.7232232493621,26.8612048999535,1,0.759145894448873,0.137981650591307,0,0,0.1196747523453
"tr|A0A2H3SM52|A0A2H3SM52_FUSOX;tr|A0A1C3YJ05|A0A1C3YJ05_GIBZE;9328-9575_t_tx1;tr|K3VP79|K3VP79_FUSPC","tr|A0A2H3SM52|A0A2H3SM52_FUSOX;tr|A0A1C3YJ05|A0A1C3YJ05_GIBZE;9328-9575_t_tx1;tr|K3VP79|K3VP79_FUSPC","44;39;39;39",3,3,34.1601118295753,32.3546509656354,1,0.0612396599887869,-1.80546086393992,0,0,1.21296722923118
"tr|A0A2H3SMB3|A0A2H3SMB3_FUSOX;1199-18364_t_tx1;tr|K3VNH8|K3VNH8_FUSPC;tr|I1RZU6|I1RZU6_GIBZE","tr|A0A2H3SMB3|A0A2H3SMB3_FUSOX;1199-18364_t_tx1;tr|K3VNH8|K3VNH8_FUSPC;tr|I1RZU6|I1RZU6_GIBZE","12;12;6;6",3,3,28.5253253356135,26.8886370974023,1,0.00260855827059249,-1.6366882382112,-1,0,2.58359945746025
"tr|A0A2H3SMK2|A0A2H3SMK2_FUSOX;2098-6458_t_tx1;tr|K3UTV7|K3UTV7_FUSPC;tr|I1RZZ1|I1RZZ1_GIBZE","tr|A0A2H3SMK2|A0A2H3SMK2_FUSOX;2098-6458_t_tx1;tr|K3UTV7|K3UTV7_FUSPC;tr|I1RZZ1|I1RZZ1_GIBZE","5;5;3;3",3,3,27.3578801412453,26.6932462134507,1,0.285235473593926,-0.664633927794615,0,0,0.544796463995259
"tr|A0A2H3SN41|A0A2H3SN41_FUSOX;3637-3637_t_tx1","tr|A0A2H3SN41|A0A2H3SN41_FUSOX;3637-3637_t_tx1;tr|K3W1L8|K3W1L8_FUSPC;tr|I1S0N7|I1S0N7_GIBZE","3;3;1;1",3,2,24.9106399921564,23.4977341091437,0.2076622768584,0.0293292806877918,-1.41290588301277,-1,0,1.53269858813276
"tr|A0A2H3SND1|A0A2H3SND1_FUSOX;1208-8871_t_tx1;tr|A0A420PC87|A0A420PC87_FUSOX;tr|A0A420R6J0|A0A420R6J0_FUSOX","tr|A0A2H3SND1|A0A2H3SND1_FUSOX;1208-8871_t_tx1;tr|A0A420PC87|A0A420PC87_FUSOX;tr|A0A420R6J0|A0A420R6J0_FUSOX","2;2;2;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"tr|A0A2H3SP11|A0A2H3SP11_FUSOX;3636-3636_t_tx1;tr|A0A420QN79|A0A420QN79_FUSOX;tr|K3VN02|K3VN02_FUSPC;tr|I1S0N8|I1S0N8_GIBZE","tr|A0A2H3SP11|A0A2H3SP11_FUSOX;3636-3636_t_tx1;tr|A0A420QN79|A0A420QN79_FUSOX;tr|K3VN02|K3VN02_FUSPC;tr|I1S0N8|I1S0N8_GIBZE","22;22;21;17;17",3,3,27.2770378257433,26.4226509305975,1,0.0988811998089009,-0.854386895145758,0,0,1.00488627256246
"tr|A0A2H3SQQ6|A0A2H3SQQ6_FUSOX;1184-8987_t_tx1;tr|K3ULF1|K3ULF1_FUSPC;tr|A0A1C3YHZ2|A0A1C3YHZ2_GIBZE;tr|A0A420PZG5|A0A420PZG5_FUSOX","tr|A0A2H3SQQ6|A0A2H3SQQ6_FUSOX;1184-8987_t_tx1;tr|K3ULF1|K3ULF1_FUSPC;tr|A0A1C3YHZ2|A0A1C3YHZ2_GIBZE;tr|A0A420PZG5|A0A420PZG5_FUSOX","12;12;9;9;8",3,3,27.0557491464391,27.1251950609069,1,0.88254239526068,0.0694459144677992,0,0,0.0542644229537038
"tr|A0A2H3SS31|A0A2H3SS31_FUSOX;5160-15446_t_tx1","tr|A0A2H3SS31|A0A2H3SS31_FUSOX;5160-15446_t_tx1","4;4",3,2,24.7872555528334,22.9746983308052,0.2076622768584,0.0190292675569062,-1.81255722202822,-1,0,1.72057792753619
"tr|A0A2H3SS43|A0A2H3SS43_FUSOX;8794-8831_t_tx1;tr|K3V6U0|K3V6U0_FUSPC;tr|I1S0S6|I1S0S6_GIBZE","tr|A0A2H3SS43|A0A2H3SS43_FUSOX;8794-8831_t_tx1;tr|K3V6U0|K3V6U0_FUSPC;tr|I1S0S6|I1S0S6_GIBZE","14;14;12;12",3,3,28.3333768378896,28.5728734066691,1,0.395756613293163,0.239496568779497,0,0,0.402571819124531
"tr|A0A2H3SSP9|A0A2H3SSP9_FUSOX;5373-12312_t_tx1;tr|A0A125RJU7|A0A125RJU7_9HYPO;sp|Q5I2J3|TBA_GIBZE;tr|K3VGZ9|K3VGZ9_FUSPC","tr|A0A2H3SSP9|A0A2H3SSP9_FUSOX;5373-12312_t_tx1;tr|A0A125RJU7|A0A125RJU7_9HYPO;sp|Q5I2J3|TBA_GIBZE;tr|K3VGZ9|K3VGZ9_FUSPC","45;45;38;38;37",3,3,32.5001878135912,31.7814454935638,1,0.0532925010336617,-0.718742320027424,0,0,1.2733338977056
"tr|A0A2H3SSW9|A0A2H3SSW9_FUSOX;1172-7948_t_tx1;tr|K3VS41|K3VS41_FUSPC;tr|I1RAG5|I1RAG5_GIBZE","tr|A0A2H3SSW9|A0A2H3SSW9_FUSOX;1172-7948_t_tx1;tr|K3VS41|K3VS41_FUSPC;tr|I1RAG5|I1RAG5_GIBZE","2;2;2;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"tr|A0A2H3SSY0|A0A2H3SSY0_FUSOX;tr|A0A420Q9T1|A0A420Q9T1_FUSOX;tr|A0A420MLR3|A0A420MLR3_FUSOX;1686-18087_t_tx1;tr|K3W171|K3W171_FUSPC;tr|I1RAH4|I1RAH4_GIBZE","tr|A0A2H3SSY0|A0A2H3SSY0_FUSOX;tr|A0A420Q9T1|A0A420Q9T1_FUSOX;tr|A0A420MLR3|A0A420MLR3_FUSOX;1686-18087_t_tx1;tr|K3W171|K3W171_FUSPC;tr|I1RAH4|I1RAH4_GIBZE","4;4;4;4;3;3",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"tr|A0A2H3ST29|A0A2H3ST29_FUSOX;1201-2069_t_tx1;tr|K3VSA7|K3VSA7_FUSPC;tr|I1RAK7|I1RAK7_GIBZE","tr|A0A2H3ST29|A0A2H3ST29_FUSOX;1201-2069_t_tx1;tr|K3VSA7|K3VSA7_FUSPC;tr|I1RAK7|I1RAK7_GIBZE","2;2;1;1",2,3,22.8726393557591,24.8604805030197,0.2076622768584,0.23858170539624,1.98784114726062,0,0,0.622362861378489
"tr|A0A2H3STF0|A0A2H3STF0_FUSOX;8526-1414_t_tx1;tr|K3V382|K3V382_FUSPC;tr|I1RA36|I1RA36_GIBZE","tr|A0A2H3STF0|A0A2H3STF0_FUSOX;8526-1414_t_tx1;tr|K3V382|K3V382_FUSPC;tr|I1RA36|I1RA36_GIBZE","4;4;3;3",3,3,27.0224180369968,25.4316147011166,1,0.0122819410622991,-1.59080333588023,-1,0,1.91073299101017
"tr|A0A2H3STN4|A0A2H3STN4_FUSOX;8463-14132_t_tx1;tr|A0A420RMP5|A0A420RMP5_FUSOX","tr|A0A2H3STN4|A0A2H3STN4_FUSOX;8463-14132_t_tx1;tr|A0A420RMP5|A0A420RMP5_FUSOX;tr|A0A1C3YIJ0|A0A1C3YIJ0_GIBZE;tr|K3UCD3|K3UCD3_FUSPC","9;9;9;4;3",3,3,26.2406285214681,26.3038386514015,1,0.849959832227542,0.0632101299334238,0,0,0.0706015978787963
"tr|A0A2H3SU19|A0A2H3SU19_FUSOX;4923-614_t_tx1","tr|A0A2H3SU19|A0A2H3SU19_FUSOX;4923-614_t_tx1","2;2",3,3,24.1468846050703,22.5836992415034,1,0.0154226435382383,-1.56318536356696,-1,0,1.81184117909502
"tr|A0A2H3SU37|A0A2H3SU37_FUSOX;4043-6699_t_tx1;tr|K3VR05|K3VR05_FUSPC;tr|I1RCC4|I1RCC4_GIBZE","tr|A0A2H3SU37|A0A2H3SU37_FUSOX;4043-6699_t_tx1;tr|K3VR05|K3VR05_FUSPC;tr|I1RCC4|I1RCC4_GIBZE","6;6;4;4",3,3,25.8380638858908,25.639881120498,1,0.723559394340327,-0.19818276539279,0,0,0.140525813438464
"tr|A0A2H3SU80|A0A2H3SU80_FUSOX;807-807_t_tx1","tr|A0A2H3SU80|A0A2H3SU80_FUSOX;807-807_t_tx1","3;3",3,2,24.3005663500872,23.3429760240506,0.2076622768584,0.143102944437789,-0.95759032603663,0,0,0.844351430251905
"tr|A0A2H3SU92|A0A2H3SU92_FUSOX;5137-11895_t_tx1;tr|V6QW22|V6QW22_GIBZE;tr|K3UJS7|K3UJS7_FUSPC","tr|A0A2H3SU92|A0A2H3SU92_FUSOX;5137-11895_t_tx1;tr|V6QW22|V6QW22_GIBZE;tr|K3UJS7|K3UJS7_FUSPC","9;9;9;9",3,3,27.3475131251102,28.1482956202097,1,0.270382457515895,0.80078249509949,0,0,0.568021488955212
"tr|A0A2H3SUJ7|A0A2H3SUJ7_FUSOX;1165-4671_t_tx1","tr|A0A2H3SUJ7|A0A2H3SUJ7_FUSOX;1165-4671_t_tx1","3;3",3,3,27.0343449932022,27.9050330310661,1,0.0268143934645361,0.870688037863818,1,0,1.57163202223193
"tr|A0A2H3SUX7|A0A2H3SUX7_FUSOX;5827-11360_t_tx1;tr|I1RD17|I1RD17_GIBZE;tr|K3VMH5|K3VMH5_FUSPC","tr|A0A2H3SUX7|A0A2H3SUX7_FUSOX;5827-11360_t_tx1;tr|I1RD17|I1RD17_GIBZE;tr|K3VMH5|K3VMH5_FUSPC","17;17;15;12",3,3,29.0607649713725,28.3363704073037,1,0.0660231149824016,-0.724394564068714,0,0,1.18030398943081
"tr|A0A2H3SVA1|A0A2H3SVA1_FUSOX;2043-5526_t_tx1;tr|K3VQS3|K3VQS3_FUSPC;tr|I1RFI4|I1RFI4_GIBZE","tr|A0A2H3SVA1|A0A2H3SVA1_FUSOX;2043-5526_t_tx1;tr|K3VQS3|K3VQS3_FUSPC;tr|I1RFI4|I1RFI4_GIBZE","51;45;25;25",3,3,33.3111751069469,31.0747710098988,1,0.038000784915184,-2.23640409704809,-1,0,1.42020743283549
"tr|A0A2H3SVA7|A0A2H3SVA7_FUSOX;1034-17607_t_tx1","tr|A0A2H3SVA7|A0A2H3SVA7_FUSOX;1034-17607_t_tx1;tr|K3VX47|K3VX47_FUSPC;tr|I1RCM5|I1RCM5_GIBZE","62;62;30;30",3,3,34.3888203047075,33.5305130451543,1,0.0279966138888912,-0.85830725955325,-1,0,1.55289449216838
"tr|A0A2H3SVF1|A0A2H3SVF1_FUSOX;5373-12304_t_tx1;tr|K3VGI4|K3VGI4_FUSPC;tr|I1RAU5|I1RAU5_GIBZE","tr|A0A2H3SVF1|A0A2H3SVF1_FUSOX;5373-12304_t_tx1;tr|K3VGI4|K3VGI4_FUSPC;tr|I1RAU5|I1RAU5_GIBZE","23;23;21;21",3,3,30.7469929916995,30.3784917303938,1,0.510069423538487,-0.368501261305713,0,0,0.292370709769182
"tr|A0A2H3SVI1|A0A2H3SVI1_FUSOX;4573-5928_t_tx1;tr|I1RG51|I1RG51_GIBZE;tr|K3VUD3|K3VUD3_FUSPC","tr|A0A2H3SVI1|A0A2H3SVI1_FUSOX;4573-5928_t_tx1;tr|I1RG51|I1RG51_GIBZE;tr|K3VUD3|K3VUD3_FUSPC","4;4;3;3",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"tr|A0A2H3SW94|A0A2H3SW94_FUSOX;1152-8314_t_tx1","tr|A0A2H3SW94|A0A2H3SW94_FUSOX;1152-8314_t_tx1;tr|K3VX90|K3VX90_FUSPC;tr|I1RDH1|I1RDH1_GIBZE","5;5;1;1",3,3,26.2716848370788,24.896840483676,1,0.185603368028417,-1.37484435340282,0,0,0.731414147174888
"tr|A0A2H3SWC7|A0A2H3SWC7_FUSOX;7280-9705_t_tx1;tr|K3VNI5|K3VNI5_FUSPC;sp|Q4HYB8|SPT16_GIBZE","tr|A0A2H3SWC7|A0A2H3SWC7_FUSOX;7280-9705_t_tx1;tr|K3VNI5|K3VNI5_FUSPC;sp|Q4HYB8|SPT16_GIBZE","14;14;7;7",3,2,25.9310716464606,24.6889366333081,0.2076622768584,0.0683327770597114,-1.24213501315247,0,0,1.16537092909144
