"Majority.protein.IDs","SampleID","value","Group","Protein"
"7231-10026_t_tx1;tr|A0A2H3STV9|A0A2H3STV9_FUSOX;tr|A0A420RMY4|A0A420RMY4_FUSOX;tr|K3VL24|K3VL24_FUSPC;tr|I1RC49|I1RC49_GIBZE","no_mineral_MPLEx_02",28.8952802711049,"No Mineral","7231-10026_t_tx1"
"7231-10026_t_tx1;tr|A0A2H3STV9|A0A2H3STV9_FUSOX;tr|A0A420RMY4|A0A420RMY4_FUSOX;tr|K3VL24|K3VL24_FUSPC;tr|I1RC49|I1RC49_GIBZE","no_mineral_MPLEx_03",29.0550461735687,"No Mineral","7231-10026_t_tx1"
"7231-10026_t_tx1;tr|A0A2H3STV9|A0A2H3STV9_FUSOX;tr|A0A420RMY4|A0A420RMY4_FUSOX;tr|K3VL24|K3VL24_FUSPC;tr|I1RC49|I1RC49_GIBZE","mineral_MPLEx_01",29.4377502006777,"Mineral","7231-10026_t_tx1"
"7231-10026_t_tx1;tr|A0A2H3STV9|A0A2H3STV9_FUSOX;tr|A0A420RMY4|A0A420RMY4_FUSOX;tr|K3VL24|K3VL24_FUSPC;tr|I1RC49|I1RC49_GIBZE","mineral_MPLEx_02",29.9211698273391,"Mineral","7231-10026_t_tx1"
"7231-10026_t_tx1;tr|A0A2H3STV9|A0A2H3STV9_FUSOX;tr|A0A420RMY4|A0A420RMY4_FUSOX;tr|K3VL24|K3VL24_FUSPC;tr|I1RC49|I1RC49_GIBZE","mineral_MPLEx_03",29.7059313105946,"Mineral","7231-10026_t_tx1"
"tr|A0A2H3TAD5|A0A2H3TAD5_FUSOX;7231-10028_t_tx1;tr|A0A1C3YHX6|A0A1C3YHX6_GIBZE","no_mineral_MPLEx_01",29.7631110851638,"No Mineral","7231-10028_t_tx1"
"tr|A0A2H3TAD5|A0A2H3TAD5_FUSOX;7231-10028_t_tx1;tr|A0A1C3YHX6|A0A1C3YHX6_GIBZE","no_mineral_MPLEx_02",30.2871395370941,"No Mineral","7231-10028_t_tx1"
"tr|A0A2H3TAD5|A0A2H3TAD5_FUSOX;7231-10028_t_tx1;tr|A0A1C3YHX6|A0A1C3YHX6_GIBZE","no_mineral_MPLEx_03",30.1692141369663,"No Mineral","7231-10028_t_tx1"
"tr|A0A2H3TAD5|A0A2H3TAD5_FUSOX;7231-10028_t_tx1;tr|A0A1C3YHX6|A0A1C3YHX6_GIBZE","mineral_MPLEx_01",30.8146631453979,"Mineral","7231-10028_t_tx1"
"tr|A0A2H3TAD5|A0A2H3TAD5_FUSOX;7231-10028_t_tx1;tr|A0A1C3YHX6|A0A1C3YHX6_GIBZE","mineral_MPLEx_02",30.3242612637944,"Mineral","7231-10028_t_tx1"
"tr|A0A2H3TAD5|A0A2H3TAD5_FUSOX;7231-10028_t_tx1;tr|A0A1C3YHX6|A0A1C3YHX6_GIBZE","mineral_MPLEx_03",30.5331225793108,"Mineral","7231-10028_t_tx1"
"7231-10029_t_tx1;tr|K3UPF4|K3UPF4_FUSPC;tr|I1RC52|I1RC52_GIBZE;tr|A0A2H3SUR5|A0A2H3SUR5_FUSOX","no_mineral_MPLEx_01",25.6402745947881,"No Mineral","7231-10029_t_tx1"
"7231-10029_t_tx1;tr|K3UPF4|K3UPF4_FUSPC;tr|I1RC52|I1RC52_GIBZE;tr|A0A2H3SUR5|A0A2H3SUR5_FUSOX","no_mineral_MPLEx_02",26.0699225248695,"No Mineral","7231-10029_t_tx1"
"7231-10029_t_tx1;tr|K3UPF4|K3UPF4_FUSPC;tr|I1RC52|I1RC52_GIBZE;tr|A0A2H3SUR5|A0A2H3SUR5_FUSOX","no_mineral_MPLEx_03",25.8160995837121,"No Mineral","7231-10029_t_tx1"
"7231-10029_t_tx1;tr|K3UPF4|K3UPF4_FUSPC;tr|I1RC52|I1RC52_GIBZE;tr|A0A2H3SUR5|A0A2H3SUR5_FUSOX","mineral_MPLEx_01",26.626994983247,"Mineral","7231-10029_t_tx1"
"7231-10029_t_tx1;tr|K3UPF4|K3UPF4_FUSPC;tr|I1RC52|I1RC52_GIBZE;tr|A0A2H3SUR5|A0A2H3SUR5_FUSOX","mineral_MPLEx_02",24.714424688111,"Mineral","7231-10029_t_tx1"
"7231-10029_t_tx1;tr|K3UPF4|K3UPF4_FUSPC;tr|I1RC52|I1RC52_GIBZE;tr|A0A2H3SUR5|A0A2H3SUR5_FUSOX","mineral_MPLEx_03",27.3936265646134,"Mineral","7231-10029_t_tx1"
"7231-10030_t_tx1;tr|A0A420RMW2|A0A420RMW2_FUSOX;tr|A0A420QXN1|A0A420QXN1_FUSOX;tr|A0A420MM36|A0A420MM36_FUSOX;tr|A0A2H3SU20|A0A2H3SU20_FUSOX;tr|K3VI38|K3VI38_FUSPC;tr|A0A098D5L9|A0A098D5L9_GIBZE","no_mineral_MPLEx_01",25.9178075625947,"No Mineral","7231-10030_t_tx1"
"7231-10030_t_tx1;tr|A0A420RMW2|A0A420RMW2_FUSOX;tr|A0A420QXN1|A0A420QXN1_FUSOX;tr|A0A420MM36|A0A420MM36_FUSOX;tr|A0A2H3SU20|A0A2H3SU20_FUSOX;tr|K3VI38|K3VI38_FUSPC;tr|A0A098D5L9|A0A098D5L9_GIBZE","no_mineral_MPLEx_02",25.924559669061,"No Mineral","7231-10030_t_tx1"
"7231-10030_t_tx1;tr|A0A420RMW2|A0A420RMW2_FUSOX;tr|A0A420QXN1|A0A420QXN1_FUSOX;tr|A0A420MM36|A0A420MM36_FUSOX;tr|A0A2H3SU20|A0A2H3SU20_FUSOX;tr|K3VI38|K3VI38_FUSPC;tr|A0A098D5L9|A0A098D5L9_GIBZE","no_mineral_MPLEx_03",24.6905988697111,"No Mineral","7231-10030_t_tx1"
"7231-10030_t_tx1;tr|A0A420RMW2|A0A420RMW2_FUSOX;tr|A0A420QXN1|A0A420QXN1_FUSOX;tr|A0A420MM36|A0A420MM36_FUSOX;tr|A0A2H3SU20|A0A2H3SU20_FUSOX;tr|K3VI38|K3VI38_FUSPC;tr|A0A098D5L9|A0A098D5L9_GIBZE","mineral_MPLEx_01",25.7515539228856,"Mineral","7231-10030_t_tx1"
"7231-10030_t_tx1;tr|A0A420RMW2|A0A420RMW2_FUSOX;tr|A0A420QXN1|A0A420QXN1_FUSOX;tr|A0A420MM36|A0A420MM36_FUSOX;tr|A0A2H3SU20|A0A2H3SU20_FUSOX;tr|K3VI38|K3VI38_FUSPC;tr|A0A098D5L9|A0A098D5L9_GIBZE","mineral_MPLEx_02",24.8541359533818,"Mineral","7231-10030_t_tx1"
"7231-10030_t_tx1;tr|A0A420RMW2|A0A420RMW2_FUSOX;tr|A0A420QXN1|A0A420QXN1_FUSOX;tr|A0A420MM36|A0A420MM36_FUSOX;tr|A0A2H3SU20|A0A2H3SU20_FUSOX;tr|K3VI38|K3VI38_FUSPC;tr|A0A098D5L9|A0A098D5L9_GIBZE","mineral_MPLEx_03",26.0856655655759,"Mineral","7231-10030_t_tx1"
"tr|A0A420QCU5|A0A420QCU5_FUSOX;tr|A0A2H3STW0|A0A2H3STW0_FUSOX;7231-10035_t_tx1;tr|K3W286|K3W286_FUSPC;tr|A0A1C3YIL0|A0A1C3YIL0_GIBZE","no_mineral_MPLEx_01",28.4685698668232,"No Mineral","7231-10035_t_tx1"
"tr|A0A420QCU5|A0A420QCU5_FUSOX;tr|A0A2H3STW0|A0A2H3STW0_FUSOX;7231-10035_t_tx1;tr|K3W286|K3W286_FUSPC;tr|A0A1C3YIL0|A0A1C3YIL0_GIBZE","no_mineral_MPLEx_02",28.1935625961995,"No Mineral","7231-10035_t_tx1"
"tr|A0A420QCU5|A0A420QCU5_FUSOX;tr|A0A2H3STW0|A0A2H3STW0_FUSOX;7231-10035_t_tx1;tr|K3W286|K3W286_FUSPC;tr|A0A1C3YIL0|A0A1C3YIL0_GIBZE","no_mineral_MPLEx_03",28.7585865693231,"No Mineral","7231-10035_t_tx1"
"tr|A0A420QCU5|A0A420QCU5_FUSOX;tr|A0A2H3STW0|A0A2H3STW0_FUSOX;7231-10035_t_tx1;tr|K3W286|K3W286_FUSPC;tr|A0A1C3YIL0|A0A1C3YIL0_GIBZE","mineral_MPLEx_01",28.5415698156179,"Mineral","7231-10035_t_tx1"
"tr|A0A420QCU5|A0A420QCU5_FUSOX;tr|A0A2H3STW0|A0A2H3STW0_FUSOX;7231-10035_t_tx1;tr|K3W286|K3W286_FUSPC;tr|A0A1C3YIL0|A0A1C3YIL0_GIBZE","mineral_MPLEx_02",27.9886317097337,"Mineral","7231-10035_t_tx1"
"tr|A0A420QCU5|A0A420QCU5_FUSOX;tr|A0A2H3STW0|A0A2H3STW0_FUSOX;7231-10035_t_tx1;tr|K3W286|K3W286_FUSPC;tr|A0A1C3YIL0|A0A1C3YIL0_GIBZE","mineral_MPLEx_03",28.2969222819464,"Mineral","7231-10035_t_tx1"
"7231-10036_t_tx1;tr|A0A420QSM2|A0A420QSM2_FUSOX;tr|A0A420S6Y9|A0A420S6Y9_FUSOX;tr|A0A420QCW0|A0A420QCW0_FUSOX;tr|A0A2H3SU13|A0A2H3SU13_FUSOX","no_mineral_MPLEx_01",26.7605406120155,"No Mineral","7231-10036_t_tx1"
"7231-10036_t_tx1;tr|A0A420QSM2|A0A420QSM2_FUSOX;tr|A0A420S6Y9|A0A420S6Y9_FUSOX;tr|A0A420QCW0|A0A420QCW0_FUSOX;tr|A0A2H3SU13|A0A2H3SU13_FUSOX","no_mineral_MPLEx_02",26.299669860226,"No Mineral","7231-10036_t_tx1"
"7231-10036_t_tx1;tr|A0A420QSM2|A0A420QSM2_FUSOX;tr|A0A420S6Y9|A0A420S6Y9_FUSOX;tr|A0A420QCW0|A0A420QCW0_FUSOX;tr|A0A2H3SU13|A0A2H3SU13_FUSOX","no_mineral_MPLEx_03",28.8669934024773,"No Mineral","7231-10036_t_tx1"
"7231-10036_t_tx1;tr|A0A420QSM2|A0A420QSM2_FUSOX;tr|A0A420S6Y9|A0A420S6Y9_FUSOX;tr|A0A420QCW0|A0A420QCW0_FUSOX;tr|A0A2H3SU13|A0A2H3SU13_FUSOX","mineral_MPLEx_01",26.8071490428937,"Mineral","7231-10036_t_tx1"
"7231-10036_t_tx1;tr|A0A420QSM2|A0A420QSM2_FUSOX;tr|A0A420S6Y9|A0A420S6Y9_FUSOX;tr|A0A420QCW0|A0A420QCW0_FUSOX;tr|A0A2H3SU13|A0A2H3SU13_FUSOX","mineral_MPLEx_02",27.4095972022458,"Mineral","7231-10036_t_tx1"
"7231-10036_t_tx1;tr|A0A420QSM2|A0A420QSM2_FUSOX;tr|A0A420S6Y9|A0A420S6Y9_FUSOX;tr|A0A420QCW0|A0A420QCW0_FUSOX;tr|A0A2H3SU13|A0A2H3SU13_FUSOX","mineral_MPLEx_03",26.5642745402832,"Mineral","7231-10036_t_tx1"
"7231-10037_t_tx1;tr|A0A420QSM6|A0A420QSM6_FUSOX;tr|A0A2H3STW7|A0A2H3STW7_FUSOX;tr|K3VPG8|K3VPG8_FUSPC;tr|I1RC59|I1RC59_GIBZE","no_mineral_MPLEx_01",27.132311308764,"No Mineral","7231-10037_t_tx1"
"7231-10037_t_tx1;tr|A0A420QSM6|A0A420QSM6_FUSOX;tr|A0A2H3STW7|A0A2H3STW7_FUSOX;tr|K3VPG8|K3VPG8_FUSPC;tr|I1RC59|I1RC59_GIBZE","no_mineral_MPLEx_02",26.5365965263447,"No Mineral","7231-10037_t_tx1"
"7231-10037_t_tx1;tr|A0A420QSM6|A0A420QSM6_FUSOX;tr|A0A2H3STW7|A0A2H3STW7_FUSOX;tr|K3VPG8|K3VPG8_FUSPC;tr|I1RC59|I1RC59_GIBZE","no_mineral_MPLEx_03",26.8989599118112,"No Mineral","7231-10037_t_tx1"
"7231-10037_t_tx1;tr|A0A420QSM6|A0A420QSM6_FUSOX;tr|A0A2H3STW7|A0A2H3STW7_FUSOX;tr|K3VPG8|K3VPG8_FUSPC;tr|I1RC59|I1RC59_GIBZE","mineral_MPLEx_01",25.0704391883745,"Mineral","7231-10037_t_tx1"
"7231-10037_t_tx1;tr|A0A420QSM6|A0A420QSM6_FUSOX;tr|A0A2H3STW7|A0A2H3STW7_FUSOX;tr|K3VPG8|K3VPG8_FUSPC;tr|I1RC59|I1RC59_GIBZE","mineral_MPLEx_02",26.0423941183518,"Mineral","7231-10037_t_tx1"
"7231-10037_t_tx1;tr|A0A420QSM6|A0A420QSM6_FUSOX;tr|A0A2H3STW7|A0A2H3STW7_FUSOX;tr|K3VPG8|K3VPG8_FUSPC;tr|I1RC59|I1RC59_GIBZE","mineral_MPLEx_03",26.1193356438112,"Mineral","7231-10037_t_tx1"
"7242-1110_t_tx1","no_mineral_MPLEx_01",29.0465156312004,"No Mineral","7242-1110_t_tx1"
"7242-1110_t_tx1","no_mineral_MPLEx_02",28.9650115774709,"No Mineral","7242-1110_t_tx1"
"7242-1110_t_tx1","no_mineral_MPLEx_03",29.060379099053,"No Mineral","7242-1110_t_tx1"
"7242-1110_t_tx1","mineral_MPLEx_01",28.467112260309,"Mineral","7242-1110_t_tx1"
"7242-1110_t_tx1","mineral_MPLEx_02",26.5369784168481,"Mineral","7242-1110_t_tx1"
"7242-1110_t_tx1","mineral_MPLEx_03",28.4644598669785,"Mineral","7242-1110_t_tx1"
"7242-1111_t_tx1;tr|A0A420NPZ2|A0A420NPZ2_FUSOX;tr|A0A2H3T160|A0A2H3T160_FUSOX","no_mineral_MPLEx_01",29.2175343688827,"No Mineral","7242-1111_t_tx1"
"7242-1111_t_tx1;tr|A0A420NPZ2|A0A420NPZ2_FUSOX;tr|A0A2H3T160|A0A2H3T160_FUSOX","no_mineral_MPLEx_02",28.8507105466337,"No Mineral","7242-1111_t_tx1"
"7242-1111_t_tx1;tr|A0A420NPZ2|A0A420NPZ2_FUSOX;tr|A0A2H3T160|A0A2H3T160_FUSOX","no_mineral_MPLEx_03",29.4639192785201,"No Mineral","7242-1111_t_tx1"
"7242-1111_t_tx1;tr|A0A420NPZ2|A0A420NPZ2_FUSOX;tr|A0A2H3T160|A0A2H3T160_FUSOX","mineral_MPLEx_01",29.5644467203876,"Mineral","7242-1111_t_tx1"
"7242-1111_t_tx1;tr|A0A420NPZ2|A0A420NPZ2_FUSOX;tr|A0A2H3T160|A0A2H3T160_FUSOX","mineral_MPLEx_02",27.7730551356638,"Mineral","7242-1111_t_tx1"
"7242-1111_t_tx1;tr|A0A420NPZ2|A0A420NPZ2_FUSOX;tr|A0A2H3T160|A0A2H3T160_FUSOX","mineral_MPLEx_03",29.8918555385882,"Mineral","7242-1111_t_tx1"
"7242-1115_t_tx1","no_mineral_MPLEx_01",22.0072709579492,"No Mineral","7242-1115_t_tx1"
"7242-1115_t_tx1","no_mineral_MPLEx_02",22.1016701721584,"No Mineral","7242-1115_t_tx1"
"7242-1115_t_tx1","no_mineral_MPLEx_03",24.9445422953859,"No Mineral","7242-1115_t_tx1"
"7242-1115_t_tx1","mineral_MPLEx_01",21.8023960789665,"Mineral","7242-1115_t_tx1"
"7242-1115_t_tx1","mineral_MPLEx_02",NA,"Mineral","7242-1115_t_tx1"
"7242-1115_t_tx1","mineral_MPLEx_03",22.0961160109127,"Mineral","7242-1115_t_tx1"
"tr|A0A2H3T6H5|A0A2H3T6H5_FUSOX;7242-1116_t_tx1;tr|A0A420NPS8|A0A420NPS8_FUSOX;tr|K3UFW5|K3UFW5_FUSPC;tr|I1S5B5|I1S5B5_GIBZE;tr|A0A420S342|A0A420S342_FUSOX;tr|A0A420Q1A5|A0A420Q1A5_FUSOX","no_mineral_MPLEx_01",25.8788605792043,"No Mineral","7242-1116_t_tx1"
"tr|A0A2H3T6H5|A0A2H3T6H5_FUSOX;7242-1116_t_tx1;tr|A0A420NPS8|A0A420NPS8_FUSOX;tr|K3UFW5|K3UFW5_FUSPC;tr|I1S5B5|I1S5B5_GIBZE;tr|A0A420S342|A0A420S342_FUSOX;tr|A0A420Q1A5|A0A420Q1A5_FUSOX","no_mineral_MPLEx_02",25.4815308256206,"No Mineral","7242-1116_t_tx1"
"tr|A0A2H3T6H5|A0A2H3T6H5_FUSOX;7242-1116_t_tx1;tr|A0A420NPS8|A0A420NPS8_FUSOX;tr|K3UFW5|K3UFW5_FUSPC;tr|I1S5B5|I1S5B5_GIBZE;tr|A0A420S342|A0A420S342_FUSOX;tr|A0A420Q1A5|A0A420Q1A5_FUSOX","no_mineral_MPLEx_03",26.4103021741377,"No Mineral","7242-1116_t_tx1"
"tr|A0A2H3T6H5|A0A2H3T6H5_FUSOX;7242-1116_t_tx1;tr|A0A420NPS8|A0A420NPS8_FUSOX;tr|K3UFW5|K3UFW5_FUSPC;tr|I1S5B5|I1S5B5_GIBZE;tr|A0A420S342|A0A420S342_FUSOX;tr|A0A420Q1A5|A0A420Q1A5_FUSOX","mineral_MPLEx_01",26.3612374867719,"Mineral","7242-1116_t_tx1"
"tr|A0A2H3T6H5|A0A2H3T6H5_FUSOX;7242-1116_t_tx1;tr|A0A420NPS8|A0A420NPS8_FUSOX;tr|K3UFW5|K3UFW5_FUSPC;tr|I1S5B5|I1S5B5_GIBZE;tr|A0A420S342|A0A420S342_FUSOX;tr|A0A420Q1A5|A0A420Q1A5_FUSOX","mineral_MPLEx_02",22.7745202538734,"Mineral","7242-1116_t_tx1"
"tr|A0A2H3T6H5|A0A2H3T6H5_FUSOX;7242-1116_t_tx1;tr|A0A420NPS8|A0A420NPS8_FUSOX;tr|K3UFW5|K3UFW5_FUSPC;tr|I1S5B5|I1S5B5_GIBZE;tr|A0A420S342|A0A420S342_FUSOX;tr|A0A420Q1A5|A0A420Q1A5_FUSOX","mineral_MPLEx_03",25.9452070975254,"Mineral","7242-1116_t_tx1"
"7248-2463_t_tx1;tr|A0A2H3SN03|A0A2H3SN03_FUSOX;sp|Q4HYQ4|SPT6_GIBZE;tr|K3VND1|K3VND1_FUSPC","no_mineral_MPLEx_01",27.1113086988236,"No Mineral","7248-2463_t_tx1"
"7248-2463_t_tx1;tr|A0A2H3SN03|A0A2H3SN03_FUSOX;sp|Q4HYQ4|SPT6_GIBZE;tr|K3VND1|K3VND1_FUSPC","no_mineral_MPLEx_02",26.0754346654564,"No Mineral","7248-2463_t_tx1"
"7248-2463_t_tx1;tr|A0A2H3SN03|A0A2H3SN03_FUSOX;sp|Q4HYQ4|SPT6_GIBZE;tr|K3VND1|K3VND1_FUSPC","no_mineral_MPLEx_03",26.9907439106364,"No Mineral","7248-2463_t_tx1"
"7248-2463_t_tx1;tr|A0A2H3SN03|A0A2H3SN03_FUSOX;sp|Q4HYQ4|SPT6_GIBZE;tr|K3VND1|K3VND1_FUSPC","mineral_MPLEx_01",27.1814779289789,"Mineral","7248-2463_t_tx1"
"7248-2463_t_tx1;tr|A0A2H3SN03|A0A2H3SN03_FUSOX;sp|Q4HYQ4|SPT6_GIBZE;tr|K3VND1|K3VND1_FUSPC","mineral_MPLEx_02",27.7404661156407,"Mineral","7248-2463_t_tx1"
"7248-2463_t_tx1;tr|A0A2H3SN03|A0A2H3SN03_FUSOX;sp|Q4HYQ4|SPT6_GIBZE;tr|K3VND1|K3VND1_FUSPC","mineral_MPLEx_03",27.038540457115,"Mineral","7248-2463_t_tx1"
"7248-2465_t_tx1","no_mineral_MPLEx_01",23.4423162481679,"No Mineral","7248-2465_t_tx1"
"7248-2465_t_tx1","no_mineral_MPLEx_02",23.7949609325927,"No Mineral","7248-2465_t_tx1"
"7248-2465_t_tx1","no_mineral_MPLEx_03",23.302445823025,"No Mineral","7248-2465_t_tx1"
"7248-2465_t_tx1","mineral_MPLEx_01",23.9115280375731,"Mineral","7248-2465_t_tx1"
"7248-2465_t_tx1","mineral_MPLEx_02",NA,"Mineral","7248-2465_t_tx1"
"7248-2465_t_tx1","mineral_MPLEx_03",22.9139324700657,"Mineral","7248-2465_t_tx1"
"7248-2466_t_tx1;tr|A0A420QLN0|A0A420QLN0_FUSOX;tr|A0A2H3SYL5|A0A2H3SYL5_FUSOX","no_mineral_MPLEx_01",28.4053718049321,"No Mineral","7248-2466_t_tx1"
"7248-2466_t_tx1;tr|A0A420QLN0|A0A420QLN0_FUSOX;tr|A0A2H3SYL5|A0A2H3SYL5_FUSOX","no_mineral_MPLEx_02",27.6627229006081,"No Mineral","7248-2466_t_tx1"
"7248-2466_t_tx1;tr|A0A420QLN0|A0A420QLN0_FUSOX;tr|A0A2H3SYL5|A0A2H3SYL5_FUSOX","no_mineral_MPLEx_03",28.2723479438768,"No Mineral","7248-2466_t_tx1"
"7248-2466_t_tx1;tr|A0A420QLN0|A0A420QLN0_FUSOX;tr|A0A2H3SYL5|A0A2H3SYL5_FUSOX","mineral_MPLEx_01",28.4958186318748,"Mineral","7248-2466_t_tx1"
"7248-2466_t_tx1;tr|A0A420QLN0|A0A420QLN0_FUSOX;tr|A0A2H3SYL5|A0A2H3SYL5_FUSOX","mineral_MPLEx_02",25.4583225421806,"Mineral","7248-2466_t_tx1"
"7248-2466_t_tx1;tr|A0A420QLN0|A0A420QLN0_FUSOX;tr|A0A2H3SYL5|A0A2H3SYL5_FUSOX","mineral_MPLEx_03",28.6187079215987,"Mineral","7248-2466_t_tx1"
"tr|A0A420N4X7|A0A420N4X7_FUSOX;tr|A0A2H3T3R5|A0A2H3T3R5_FUSOX;7248-2471_t_tx1;tr|K3UVM1|K3UVM1_FUSPC;tr|A0A1C3YJ37|A0A1C3YJ37_GIBZE;tr|A0A420QLL3|A0A420QLL3_FUSOX","no_mineral_MPLEx_01",25.6143255575035,"No Mineral","7248-2471_t_tx1"
"tr|A0A420N4X7|A0A420N4X7_FUSOX;tr|A0A2H3T3R5|A0A2H3T3R5_FUSOX;7248-2471_t_tx1;tr|K3UVM1|K3UVM1_FUSPC;tr|A0A1C3YJ37|A0A1C3YJ37_GIBZE;tr|A0A420QLL3|A0A420QLL3_FUSOX","no_mineral_MPLEx_02",25.8579711694503,"No Mineral","7248-2471_t_tx1"
"tr|A0A420N4X7|A0A420N4X7_FUSOX;tr|A0A2H3T3R5|A0A2H3T3R5_FUSOX;7248-2471_t_tx1;tr|K3UVM1|K3UVM1_FUSPC;tr|A0A1C3YJ37|A0A1C3YJ37_GIBZE;tr|A0A420QLL3|A0A420QLL3_FUSOX","no_mineral_MPLEx_03",25.5651864598129,"No Mineral","7248-2471_t_tx1"
"tr|A0A420N4X7|A0A420N4X7_FUSOX;tr|A0A2H3T3R5|A0A2H3T3R5_FUSOX;7248-2471_t_tx1;tr|K3UVM1|K3UVM1_FUSPC;tr|A0A1C3YJ37|A0A1C3YJ37_GIBZE;tr|A0A420QLL3|A0A420QLL3_FUSOX","mineral_MPLEx_01",25.6463648536746,"Mineral","7248-2471_t_tx1"
"tr|A0A420N4X7|A0A420N4X7_FUSOX;tr|A0A2H3T3R5|A0A2H3T3R5_FUSOX;7248-2471_t_tx1;tr|K3UVM1|K3UVM1_FUSPC;tr|A0A1C3YJ37|A0A1C3YJ37_GIBZE;tr|A0A420QLL3|A0A420QLL3_FUSOX","mineral_MPLEx_02",24.1117179402561,"Mineral","7248-2471_t_tx1"
"tr|A0A420N4X7|A0A420N4X7_FUSOX;tr|A0A2H3T3R5|A0A2H3T3R5_FUSOX;7248-2471_t_tx1;tr|K3UVM1|K3UVM1_FUSPC;tr|A0A1C3YJ37|A0A1C3YJ37_GIBZE;tr|A0A420QLL3|A0A420QLL3_FUSOX","mineral_MPLEx_03",26.7637109667722,"Mineral","7248-2471_t_tx1"
"7248-2472_t_tx1;tr|A0A420N510|A0A420N510_FUSOX","no_mineral_MPLEx_01",28.5590075718751,"No Mineral","7248-2472_t_tx1"
"7248-2472_t_tx1;tr|A0A420N510|A0A420N510_FUSOX","no_mineral_MPLEx_02",27.6170441443384,"No Mineral","7248-2472_t_tx1"
"7248-2472_t_tx1;tr|A0A420N510|A0A420N510_FUSOX","no_mineral_MPLEx_03",28.9828648426303,"No Mineral","7248-2472_t_tx1"
"7248-2472_t_tx1;tr|A0A420N510|A0A420N510_FUSOX","mineral_MPLEx_01",28.8013375670584,"Mineral","7248-2472_t_tx1"
"7248-2472_t_tx1;tr|A0A420N510|A0A420N510_FUSOX","mineral_MPLEx_02",27.8234487901075,"Mineral","7248-2472_t_tx1"
"7248-2472_t_tx1;tr|A0A420N510|A0A420N510_FUSOX","mineral_MPLEx_03",28.4274809543533,"Mineral","7248-2472_t_tx1"
"7248-2475_t_tx1;tr|A0A420SGU7|A0A420SGU7_FUSOX;tr|A0A420N4W0|A0A420N4W0_FUSOX;tr|A0A2H3SYM5|A0A2H3SYM5_FUSOX;tr|A0A420QLL2|A0A420QLL2_FUSOX","no_mineral_MPLEx_01",23.7268290147929,"No Mineral","7248-2475_t_tx1"
"7248-2475_t_tx1;tr|A0A420SGU7|A0A420SGU7_FUSOX;tr|A0A420N4W0|A0A420N4W0_FUSOX;tr|A0A2H3SYM5|A0A2H3SYM5_FUSOX;tr|A0A420QLL2|A0A420QLL2_FUSOX","no_mineral_MPLEx_02",25.889845819618,"No Mineral","7248-2475_t_tx1"
"7248-2475_t_tx1;tr|A0A420SGU7|A0A420SGU7_FUSOX;tr|A0A420N4W0|A0A420N4W0_FUSOX;tr|A0A2H3SYM5|A0A2H3SYM5_FUSOX;tr|A0A420QLL2|A0A420QLL2_FUSOX","no_mineral_MPLEx_03",24.0217936392755,"No Mineral","7248-2475_t_tx1"
"7248-2475_t_tx1;tr|A0A420SGU7|A0A420SGU7_FUSOX;tr|A0A420N4W0|A0A420N4W0_FUSOX;tr|A0A2H3SYM5|A0A2H3SYM5_FUSOX;tr|A0A420QLL2|A0A420QLL2_FUSOX","mineral_MPLEx_01",NA,"Mineral","7248-2475_t_tx1"
"7248-2475_t_tx1;tr|A0A420SGU7|A0A420SGU7_FUSOX;tr|A0A420N4W0|A0A420N4W0_FUSOX;tr|A0A2H3SYM5|A0A2H3SYM5_FUSOX;tr|A0A420QLL2|A0A420QLL2_FUSOX","mineral_MPLEx_02",NA,"Mineral","7248-2475_t_tx1"
"7248-2475_t_tx1;tr|A0A420SGU7|A0A420SGU7_FUSOX;tr|A0A420N4W0|A0A420N4W0_FUSOX;tr|A0A2H3SYM5|A0A2H3SYM5_FUSOX;tr|A0A420QLL2|A0A420QLL2_FUSOX","mineral_MPLEx_03",21.3796363047508,"Mineral","7248-2475_t_tx1"
"7248-2476_t_tx1;tr|I1RZR6|I1RZR6_GIBZE;tr|A0A420SGX1|A0A420SGX1_FUSOX;tr|A0A420QLM2|A0A420QLM2_FUSOX;tr|A0A420N503|A0A420N503_FUSOX;tr|A0A2H3SVZ7|A0A2H3SVZ7_FUSOX;tr|K3UVM4|K3UVM4_FUSPC","no_mineral_MPLEx_01",24.6889826368015,"No Mineral","7248-2476_t_tx1"
"7248-2476_t_tx1;tr|I1RZR6|I1RZR6_GIBZE;tr|A0A420SGX1|A0A420SGX1_FUSOX;tr|A0A420QLM2|A0A420QLM2_FUSOX;tr|A0A420N503|A0A420N503_FUSOX;tr|A0A2H3SVZ7|A0A2H3SVZ7_FUSOX;tr|K3UVM4|K3UVM4_FUSPC","no_mineral_MPLEx_02",23.1776931877161,"No Mineral","7248-2476_t_tx1"
"7248-2476_t_tx1;tr|I1RZR6|I1RZR6_GIBZE;tr|A0A420SGX1|A0A420SGX1_FUSOX;tr|A0A420QLM2|A0A420QLM2_FUSOX;tr|A0A420N503|A0A420N503_FUSOX;tr|A0A2H3SVZ7|A0A2H3SVZ7_FUSOX;tr|K3UVM4|K3UVM4_FUSPC","no_mineral_MPLEx_03",25.0206997506912,"No Mineral","7248-2476_t_tx1"
